Alpha_0__Dr_0_1__H_0_5,Alpha_0__Dr_0_5__H_0_5,Alpha_0__Dr_0__H_0_5,Alpha_0__Dr_100__H_0_5,Alpha_0__Dr_10__H_0_5,Alpha_0__Dr_1__H_0_5,Alpha_0__Dr_5__H_0_5
7.48816067356475e-15,7.17848548653357e-15,6.4652701153033e-15,7.95769547283996e-15,7.44395885502709e-15,7.23589420913716e-15,7.68585727045429e-15
8.76599018972273e-15,8.24690876627414e-15,9.52782540819165e-15,8.35963888587403e-15,8.99190072565316e-15,9.27419077069743e-15,8.48658988178691e-15
2.98053761347313e-15,3.2908950021071e-15,3.05005093402352e-15,1.98303105135786e-15,2.33890844403385e-15,3.30366880518774e-15,3.79586668571738e-15
1.01561571218054e-14,9.37896199753249e-15,1.04383396646896e-14,1.00166855624135e-14,1.00571683545815e-14,9.30422296951306e-15,9.15789352282602e-15
4.66115639365176e-15,5.53370362116227e-15,4.3027265182085e-15,5.22872643586569e-15,5.37849451944783e-15,5.29736179150036e-15,6.5995335474209e-15
4.29915497750054e-15,4.22298567685824e-15,3.92587806617179e-15,3.90829441590848e-15,4.11060621561126e-15,3.94690015271973e-15,4.75576661054369e-15
1.1525744617829e-14,1.06985123999721e-14,1.09731627841694e-14,1.06626033104243e-14,1.10199810796606e-14,1.11270625444535e-14,9.66640496699178e-15
3.27731553241011e-15,3.54041858121256e-15,3.20515683408106e-15,2.37089212435819e-15,3.24388196696859e-15,3.89063129741102e-15,4.18420347655429e-15
1.15598727877667e-14,1.07376706539763e-14,1.13471039034254e-14,1.23258300927966e-14,1.16984821087653e-14,1.10848100677673e-14,1.1112580064935e-14
4.93001443581745e-15,5.47718067239174e-15,4.85823024919574e-15,3.79011853628202e-15,4.67474394282086e-15,5.59381997263422e-15,5.24377288942869e-15
5.6966929490484e-15,6.6946545069166e-15,5.61362742749694e-15,4.89723974997952e-15,4.98379545831229e-15,6.99054738984067e-15,6.82535037587245e-15
1.35868455170179e-14,1.22768075002843e-14,1.2262915136132e-14,1.24678475144122e-14,1.27297096572511e-14,1.17462904797979e-14,1.12882603152171e-14
3.36828237899317e-15,4.0481716092339e-15,3.38384034806021e-15,3.10080401764559e-15,4.09538929987592e-15,4.56588810349693e-15,4.95127670105573e-15
1.28616465336291e-14,1.26585488078196e-14,1.27629867484226e-14,1.3443969732713e-14,1.27276074840624e-14,1.26316277425009e-14,1.217585083108e-14
9.72074334837574e-15,1.06763502479409e-14,9.78628027426496e-15,9.26167982225176e-15,9.56633692824234e-15,9.14961124793616e-15,1.01438546715847e-14
1.04130070238595e-14,1.06186428426438e-14,1.10402866420324e-14,1.00597793201769e-14,8.60240067095903e-15,1.14085109068258e-14,1.02244283659823e-14
1.45333581255061e-14,1.27485358806919e-14,1.35620961466164e-14,1.41842947278473e-14,1.47801565217141e-14,1.35528491828918e-14,1.35135981675316e-14
3.4083527924114e-15,4.52697868382996e-15,3.89623116217001e-15,3.07432356679199e-15,4.9937280962314e-15,5.47636638990033e-15,6.36290823501949e-15
1.39205708907264e-14,1.31804332499089e-14,1.46189573905704e-14,1.50456427844481e-14,1.37531171601644e-14,1.33519525287369e-14,1.3439988496833e-14
1.40324619603461e-14,1.33451222014884e-14,1.40957398125017e-14,1.30329888602821e-14,1.42325962234678e-14,1.41799971818762e-14,1.32642288360536e-14
